car_id	vel	pos_x	pos_y	pvel	ppos_x	ppos_y	prob
50023_50023_368_0	13.3312506792263	17128.1704837415	20054.6220248412	13.2968551408161	17128.9988845887	20091.3493918806	0.670106800437562
50023_50023_368_0	12.7567249528725	17127.9052616027	20042.8633323297	13.2968551408161	17128.9988845887	20091.3493918806	0.641382338664963
52554_52554_370_0	12.651696261594	17128.6399703119	20075.4368340604	13.278849494148	17128.9030088233	20087.0987148832	0.6371421542608322
52554_52554_370_0	13.4172923914557	17128.3610144672	20063.069254125	13.278849494148	17128.9030088233	20087.0987148832	0.6753653100312252
52554_52554_370_0	13.3573307312494	17128.0833052716	20050.756944702	13.278849494148	17128.9030088233	20087.0987148832	0.6723340024216935
64120_64120_378_0	9.94476271775452	17128.8595667762	20085.1727004243	8.25007610956673	17129.0663260539	20094.3394267847	0.7352335713086358
64120_64120_378_0	9.58689295147447	17128.6602478866	20076.3358456066	8.25007610956673	17129.0663260539	20094.3394267847	0.7215196791658917
64120_64120_378_0	9.02282990213385	17128.4726563022	20068.0189239206	8.25007610956673	17129.0663260539	20094.3394267847	0.7001275656427394
64120_64120_378_0	8.79870244495937	17128.2897245004	20059.9085949033	8.25007610956673	17129.0663260539	20094.3394267847	0.6917059289429847
64120_64120_378_0	9.68585509358341	17128.0883481116	20050.9805203248	8.25007610956673	17129.0663260539	20094.3394267847	0.7253012139493328
64120_64120_378_0	8.8251565594775	17127.9048663084	20042.8458068515	8.25007610956673	17129.0663260539	20094.3394267847	0.6926975778325573
59803_59803_376_0	12.6185511523543	17128.7146886465	20078.7494908574	12.0359722048894	17128.9770380455	20090.3808197047	0.695527329107
59803_59803_376_0	12.2512305486866	17128.4599761257	20067.4567449965	12.0359722048894	17128.9770380455	20090.3808197047	0.6787069400572626
59803_59803_376_0	12.7054616079351	17128.1958197914	20055.7453052017	12.0359722048894	17128.9770380455	20090.3808197047	0.6995339267848161
59803_59803_376_0	12.9128600761445	17127.9273514831	20043.8426929214	12.0359722048894	17128.9770380455	20090.3808197047	0.7091355541535669
78228_78228_386_0	6.43910743408567	17079.9113647607	20038.4003632428	7.14501651244435	17073.8104389065	20038.3063816343	0.6467837776703528
78228_78228_386_0	7.04140175446599	17086.5829524696	20038.5031356021	7.14501651244435	17073.8104389065	20038.3063816343	0.6682095369831031
78228_78228_386_0	6.29803041949134	17092.5502106666	20038.5950581294	7.14501651244435	17073.8104389065	20038.3063816343	0.6418140899901795
78228_78228_386_0	7.20957834742229	17099.3811423427	20038.7002851002	7.14501651244435	17073.8104389065	20038.3063816343	0.6742514304922814
78228_78228_386_0	6.17522523077867	17105.2320450729	20038.7904152317	7.14501651244435	17073.8104389065	20038.3063816343	0.6375034552271285
78228_78228_386_0	6.58645042617071	17111.4725754731	20038.8865473761	7.14501651244435	17073.8104389065	20038.3063816343	0.6519942142046492
78228_78228_386_0	6.53177670045487	17117.6607787412	20038.9391688504	7.14501651244435	17073.8104389065	20038.3063816343	0.6500584321524766
